0,Labels
to up regulate your ability to use fat as a fuel and so this is like there's a saturation point outside of that Spectrum most people just say hey like I want to feel great throughout the day to be able to do a bunch of different things how do you know a couple things there's a lot of biological markers you ,1
something like that before we go to sleep around 10 10 30 or so yeah so it's not you know midnight uh bowls of pasta I've done that too but um but typically it's not so I think that um people will be very interested uh myself included in how meal timing relates to all of this but um yeah let's ,1
lactate lactic acid this is that whole system right again I'm skipping some steps making a little bit of mistakes here intentionally folks just to make this assumed so what happens when you start running a bunch of anaerobic glycolysis you start seeing massive rises in lactate ,1
inorganic phosphate and some other nasty byproducts but that's the thing you have to deal with I'd love for you to teach me how different ratios of fuel sources are used depending on how long I happen to be exercising for example if I do a very short bout of exercise yep typically that's correlated ,1
with a higher intensity output I mean I suppose I could jog for one minute but here I'm thinking about sprinting for one minute or less which fuels are used is that mainly driven by fat stores by carbohydrate stores is it driven by dietary fat preferentially or carbohydrate that I've ingested if indeed I've ingested those ,1
example the heart and it's got a bunch of mitochondria that are free you can bring in the oxygen attach it to that hydrogen make water and now you're right back to pyruvate you put two pyruvate back together and now you just make glucose so you can actually store it in the liver this is a process called gluconeogenesis through ,1
liver glycogen you start then having to pull in energy from another place so like as those numbers go down you'll see an increased uptick of energy from fat as well as protein having said that it's not a tremendous fuel source it is only aerobic so it has to be oxidized those are the same thing when I say oxidized ,1
you use oxygen to burn something to make a fuel um so it's not a significant contributor to energy in that regard and unless you're talking ultramarathons are longer and it is also not something that can enhance performance and so we don't really need to talk much more about it than that in terms of fat as a fuel ,1
can just wipe fat off the list it will never be your limiting factor to any type of endurance performance you simply have way too much the only problem with fat is is just too slow I've got to mobilize it I've got to get in the blood move it that whole thing too slow so if I want to go faster I will never be able to fully utilize fat which is why we ,1
they're not doing ketogenic diets for mental health reasons per se but indeed those people tend to do very limited exercise or they tend to do a lot of long endurance but low intensity long endurance these are the I walk to get my exercise types and they do indeed walk a lot and some of them manage to control their weight very readily and like that ,1
which is speed times Force four strength and five hypertrophy today we're talking about the remaining adaptations on that list starting with muscular endurance followed by anaerobic capacity followed by maximal aerobic output and finishing at number nine with long duration exercise so if we could start with muscular ,1
you can repeat that a number of times but because remember the volume is fairly low the load is very very low you can actually repeat these quite frequently so you won't get extremely sore from muscular endurance relative to traditional hypertrophy straining because the load is very very light so you can do these more frequently if you ,1
would like more frequently such as you could do it three or four times a week easy if you would like you don't necessarily need to three days a week per muscle group is probably fine here um if you wanted to do more sets on a given day and do less days that would be fine so if you want to do two days a ,1
push-ups to Max duration and then also do that same workout before they do their high intensity interval training some other point during the week and then maybe even do it uh again um on their so-called rest day just a real quick five minutes of sure and in doing so build more capillaries into the relevant muscle groups and build their ,1
that you're going to do five times this is for world championship fights you get one minute break in between so imagine going like 30 on 30 off for five minutes getting a one minute break and doing that five times even though the individual ballots are 30 seconds long the entire thing lasts so long it is primarily aerobic ,1
applications you're going to be breathing because the nose is restricted right there's only so much space and as we talked about earlier the consequences of not having enough oxygen in or CO2 exhalation if you're restricting that this is going to be problematic so in your actual competition please go to the ,1
mouth if you need to right we practice a lot trying to stay nasal only for as long as possible but that's going to eventually happen when you're doing your high intensity intervals and you're really going as hard as you can you're going to have to go to your mouth unless you're an absolute Freakazoid and you can say in your nose but that's not ,1
have a worse performance rather than an injury rate so there's just a wonderful invention uh because of that where other things the consequences like say if you're going to be doing a barbell or kettlebell activity the consequences of making a technical mistake you might actually get an acute injury right there so they're just a little bit ,1
all out work that's pretty good so what that means for me is I would do three all out one minute sprints on one workout separated by a minute or two maybe more and I would do that two or three times per week just trying to hit that five or six ,1
actually do something as simple as like maybe you're going to do Farmer's carries and you'll do that for say three minutes and you'll set those down and you'll go straight into a plank for a minute and you'll pick that up and you go straight into maybe body weight squats for two minutes then you go straight into another exercise and you ,1
can sort of rotate things around maybe you can do even some like Shadow Boxing stuff or some jump rope you can do different gymnastics movements and body weight movements and you can run that thing through and you can basically get the exact same thing accomplished and not feel like you're doing oh my gosh this mind-numbing type of training if it ,1
you're going to get fatigued that system right over time you have contracted contracted open up if that system starts to get fatigued you start running into failure here so you need to practice that and this is when all kinds of things like breathing drills to just simply training in this fashion there's all kinds of exercise devices for your ,1
lungs and when we say that that's what we're really talking about the musculature around the lungs needs to not fatigue so that's the only other little component I wanted to throw in here if we're not talking about acid buffering which in this particular case is not a problem anymore ,1
the ability to go a given distance at a higher speed and to do it with better form and to breathe better and to feel better before during and after for those folks maybe you could spell out a program that combines these different elements of endurance and does so in a way that informs how for instance the higher intensity short ,1
endurance adaptations are and how to Foster those through specific protocols things that not only I can do tomorrow but that I will do tomorrow and where I hit my pain points I'll understand what's happening and the adaptation that I'm triggering when my legs are burning or I'm sucking for air through my mouth or I can calmly move along just through ,1
nasal breathing I will now know what's happening in my body and the specific adaptations that I'm triggering I think you also highlight something that is vitally important and I've never heard it phrased as clearly as you did today which is that it really doesn't matter how one seeks out to achieve fat loss provided certain criteria are met ,1
to go for distance so you're going to cover the exact same amount of distance you covered in round one which in this example is 400 meters and it doesn't matter how long it takes you it may take you two minutes and five seconds two minutes and 10 seconds because you're a little bit fatigued ,0
from round one round three you're gonna now come back and do that exact same time domain that you did in round two so if it took you two minutes and five seconds in round two now round three is going to last two minutes and five seconds and you want to see if you can cover a greater distance 405 meters 410 meters and then you did ,0
in round one and the beauty of this little protocol six minutes total of work right but if you slack in one of the rounds you just make the next round harder is there any rest between rounds yeah two minutes always two minutes rest you don't have to but this would be my recommendation ,0
Kenny king came up with this I don't know if he came up with it he taught me this thing we both know Kenny and he's an incredibly nice and Incredibly skilled trainer um I'm gonna call it the sugar cane yeah it's so great because it sounds really painful and if you go out too hard in round one you're in such big trouble round two but ,0
if you go to Easy in round one you're going to get absolutely obliterated in round three so it's like a wonderful thing and you can pick that number as a standardization and then just try to improve that a little bit per week so progression is the last part of this whole thing that we haven't got to yet before we move on ,0
um and the way you want to progress all of these things is you can time stamp again how much work you can do and then just try to do a slightly higher amount of work five percent or so every week or you can add a round which is a really nice way so um uh in the in the research studies ,0
that have been done they're going to do things like week one you'll do three rounds week two you'll do four rounds three you'll go five rounds you'll like add a round until you get up to say six or seven or eight rounds at the end of the protocol so that's a really nice way to go about it or you can cap the rounds and just try to get more work done in ,0
that same amount of time meaning go more intensely correct get you know get further distance in your 30 seconds or your 45 seconds or whatever um I want to encourage people to go as low as 20 seconds that's going to allow you to go very very fast that's going to actually challenge that phospho creatine piece a ,0
little bit I want to encourage people to also go as high as 90 seconds so the honest way the way that I will do it not that it's about me but just as an example of something you could do I do something in the 15 to 22nd burst range and I will generally hedge towards a two to one rest to work ratio so I'm probably going to rest 40 to 60 seconds ,0
that's true that's to make sure that 20 second burst is extremely high quality cool I'm also going to do something in the 30 to 50 second range okay I might go one-to-one work rest ratio the quality of those 30 seconds is going to come down but the acid buffering is going to be extraordinarily challenged ,0
I also will do that with a triple or quadruple rest range so again 30 seconds on maybe two minutes off now I won't be able to be I won't be working on my ability to handle um the waste product build up there but I'll be working on my ability to produce more force over that time which is another skill set and then all the way ,0
up to say what you do a minute 70 seconds and you can go one to one there or up to three to one um you're gonna be working on a little bit of this different thing but that's exactly how we hit both sides of this equation working on dealing with waste as well as actually working on bringing in nutrients and getting that system a ,0
little bit more effective so you could set that up across your week and just it could be something like day one is that 20 second burst window day two is that maybe 60 second window and then day three is maybe one all-out effort and we're done there let's talk about the specific protocols and adaptations ,0
related to maximum aerobic output or maximum aerobic capacity as it's sometimes called sure now we're moving past like that couple of minute range into like the you know five to 15 minute range but at a maximum intensity so what's the highest you can go from there we're not talking about our last category of long duration here well the ,0
beautiful part is we've already explained a lot of it because it's very similar to what we just talked about with anaerobic capacity it is primarily going to be a problem I'm dealing with waste products especially at the end it's not enough total distance to be running out of muscle glycogen though it may start to ,0
creep down a little bit Fat's not going to be an issue but certainly more oxygen transportation is going to be an issue so we're just hedging a little bit more towards that side of the equation towards the end of that workout no doubt about it clearing out waste products is going to be a huge issue but really oxygen demand delivery is ,0
starting to take more of a prominent role because we have had more time to clear the waste and if we're not good at that we're going to be failing earlier than we need so the training for that needs to be a little bit at that exact same so a classic thing here is a one mile ,0
test right this is going to last for most people somewhere between five and ten minutes you're sort of right in this window if you just want to practice that once a week we're done here right exercise Choice same thing we talked about right pick an exercise you're comfortable with that you can actually do and you can progressively increase in ,0
terms of the intensity um you're not going to be you don't have to stop and change your exercise you're not going to move around it's like a circuit isn't great here because you got to put one Implement down pick up another one you want to be doing something where there is literally not a second of off switch so similar exercise Choice principles we ,0
just covered if you gonna become a real Savage and you want to do repeats here you can um endurance folks will do that a lot one of my repeats 800 meter repeats things like that or I'm not sure what the swimming distance equivalents would be but swimmers we do this constantly but you don't need to ,0
this is really hard it's pretty hard in the system it's very good for you one to twice a week of hitting this I think you'll be in a really really good spot frequency we sort of just covered we covered exercise Choice volume we just sort of nailed and intensity is basically running you up to the top there now because you can only do that ,0
so often you want to add in another 40 or so percent of your time being lower intensity support work for that so this is something probably less than 85 percent of your heart rate but higher than quote unquote zone two you got to be working here this is not I could have a conversation Pace this is higher than that it's in between conversation pace ,0
and the pace I need to be at to run my fastest mile I've ever done that's that middle ground and you need to train that so that you can continue to work on capitalization auctioning Transportation but you're not burning down the house getting all the way up to 100 100 plus percent of your vo to Max could I use a uh accrued version of this ,0
where I say okay I'm going to exercise for 10 minutes I'm going to go as fast as I safely can and every week I'm going to measure how far I travel yep in that 10 minutes love it probably not on the same day that I'm doing the anaerobic capacity work ,0
probably not if you're probably okay to do after a strength training or hypertrophy workout as long as I didn't train legs you could um is probably going to compromise recovery is the way so I would if you're going to do a session like this I would probably do it on its own day unless you wanted ,0
to do something like speed or power then you could roll right into this and have no problem maybe a strength day a hypertrophy day I'm not sure um you would do there because again especially if you did any sort of lower body exercise you're going to be compromised here but remember these tend ,0
to be full body movements so even if you did arms that day your arms are going to be compromised and you don't want to fail this because of local muscular failure all right so now I've got my work cut out for me I'm going to be doing five to six minutes per week of all out work divided into 60 20 a 60 second ,0
bout with sufficient rest and I'm going to give myself 10 minutes a week of in my case it'll probably be running as fast as I can because I do enjoy running and I can do it safely um maybe uphill and see how far I go yep if you want to combine the two so if you're just saying hey I'm bought in Andy like I want to do both of these ,0
things they are similar but they have independent benefits I'm convinced how would I build these into the same week um maybe do one of each that still gets you at quote unquote two days per week where you're going to hit a hot maximum heart rate so we already checked that box off so one day can be a shorter length interval repeat one and the other ,0
one can simply be a 5 to 15 minute maximum work and you're done long duration endurance exercise the stereotypical endurance exercise sure how far how long how fast or how slow rather should I go and here I'm gonna Venture that exercise choice is one that we could click off even at this point in ,0
the discussion because obviously it's got to be something that I can do for a long while without getting injured uh overuse injuries um there's a little bit of novelty we can actually throw in here so one of the things I love to do for long duration and endurance for people who don't love running cycling or swimming ,0
is you can do a really cool workout any number of things where you can put a little circuit together as long as there's not a lot of downtime between one circuit to the next time you can actually do something as simple as like maybe you're going to do Farmer's carries and you'll do that for say three minutes and you'll set those ,0
down and you'll go straight into a plank for a minute and you'll pick that up and you go straight into maybe body weight squats for two minutes then you go straight into another exercise and you can sort of rotate things around maybe you can do even some like Shadow Boxing stuff or some jump rope you can do different gymnastics movements and body ,0
weight movements and you can run that thing through and you can basically get the exact same thing accomplished and not feel like you're doing oh my gosh this mind-numbing type of training if it feels like that to you another way you can do that to actually even simplify it even more we've done this at Kenny Kane's gym plenty of times where you ,0
just maybe even pick three machines so you're gonna I'm gonna go 10 minutes on the rower then I'm gonna go 10 minutes on the treadmill and I'm gonna go 10 minutes on the bike you can actually knock a 30 minute quote-unquote steady state session out in and not feel those problems if those things happen so you can actually have a lot of fun there we ,0
will do a lot of times with our Fighters we'll do things like put a very low load I'm talking sub 50 of your max on a barbell and you're gonna Squat and you're gonna do you know maybe a minute you're gonna put that down and then you're gonna go over and do 50 of a bench press you're gonna put that down you're gonna go over and do 50 ,0
of uh of a crab walk and then you're gonna go over and do another one and you can actually run through this entire thing you don't hit that many reps in any individual movement the load is very very light and you can keep heart rate basically a steady state and do 15 or 20 or 30 different exercises and it's ,0
actually like fairly fun and engaging to do and it's a little bit more specific than trying to get a 275 pound NFL player to run for 30 minutes which is not going to be good so I'm just chuckling because I love to run outdoors and I've enjoyed runs on all my travels and I find it to be a great way to see different places and I like moving ,0
through space but there are weather conditions and times when that's not an option so what you described is a terrific alternative I have to assume that the specific adaptation that's occurring here is related to the fat burning system and again that doesn't necessarily mean fat loss correct overall but fat burning ,0
system and yet I do have a question which is can you build enhanced microcapillary systems into the muscles uh by doing this long duration cardio yeah absolutely can in fact depending on which paper you uh like more than the other papers you may even find evidence that this is a superior method than anything else a steady state endurance ,0
is very important I used to not like it as much there's just so much evidence now that suggests it's probably a really good thing for basically everybody maybe for some individuals it's not in all year of their training but if if you're not a high-level athlete or have a very specific goal that's right in front of ,0
you it's probably best to do at least 20 minutes as a minimum maybe 30 minutes of some steady state exercise once a week for basically any training goal outside of again a couple of really specific scenarios that are happening the other thing that kind of kicks in here that we haven't really talked about is now we're actually reaching a ,0
position where fatigue of the intercostal starts to play so diaphragmic fatigue starts to run an indication so we forget generally breathing is a contraction to open up the lungs to change pressure so the air will flow in and then the exhalation is passive right it's just a muscle's been stretched it goes back to it's resting ,0
when you get to a maximum heart rate inhalation and exhalation become active so you're squeezing as hard as you can to open up and you're squeezing to contract to blow air out you're going to get fatigued that system right over time you have contracted contracted open up if that system starts to get fatigued you start running into ,0
failure here so you need to practice that and this is when all kinds of things like breathing drills to just simply training in this fashion there's all kinds of exercise devices for your lungs and when we say that that's what we're really talking about the musculature around the lungs needs to not fatigue so that's the only other ,0
little component I wanted to throw in here if we're not talking about acid buffering which in this particular case is not a problem anymore the time domain is long and slower so we have plenty of time to use fat as a fuel we also have plenty of time to use anaerobic and aerobic glycolysis and ,0
clear out waste products so we don't really see pH being a problem with this type of exercise you may start running low on liver glycogen if you're going a very long time muscle glycogen may start getting low but not really these are huge issues you're going to run into maybe a little bit of stroke volume issue but and the intensity is not high ,0
enough to become a problem you're more likely to break down posturally or breathing mechanics than really anything else unless again that duration really gets generally past two hours for most people so those are the things that are going to limit us so how do we improve it what do we train we went through the exercise choices you also need to make ,0
sure you're training your intercostals we need to be training our diaphragm in some fashion again it can be the exercise itself can be your normal training the thing you need to be careful of here and this is actually true for all the things we just talked about when we think about fatigue and we think ,0
about failure and endurance we really need to pay attention to technical breakdown that is always the marker we look for so when we when we go through our stuff with our athletes and they quote unquote fail or they finish that's generally because we saw a massive technical breakdown you're done like you're over ,0
there it's not always the case during all year round of the training but this is something to really pay attention to so if you're on that bike and you're 40 seconds in and all of a sudden posture starts punching over I may stop the test I may stop the training it's like no well we decided failure was is when you lost your Technique ,0
to some sufficient level so you want to pay attention to that too because that's going to determine your ability to perform well as well as maintain efficiency which is a really big problem here tell me if the protocol I'm about to describe would be a reasonable one for people to incorporate ,0
60 to 120 Minutes of long duration work per week so one way to accomplish that that I often use is to head out for a weight vested hike it's not a heavy weight vest it's maybe I think it's eight or ten pounds it's one of these ,0
thinner ones and if people don't have access to that you can bring a backpack with some items in it I mean it can be you don't even need external load it could just be your body okay great and and do some hiking at a at a fast enough clip that breathing harder than I would be if I just kind of shuffled along yeah I might stop here there drink some water ,0
no big deal but I can carry on a conversation if I need to so it's a Zone two-ish but probably pushing a little bit harder than that for that duration yeah not a lot of um deep soreness occurring after this maybe a little bit of achiness and some stabilization muscles that were used that may not be used Too Much ,0
especially if I've been sitting a lot during the week um kind of reminds me of how much I've been sitting but doing that all in one Long Afternoon um typically on a weekend or doing two shorter sessions throughout the week maybe 45 minutes and 45 minutes and then working up the progression to longer ,0
longer duration seems like that would be something that most people should be able to do yep and that it would weave in well with any resistance training or the uh anaerobic and aerobic output capacity work that we talked about just a moment ago great that's a fine version to do it if you want to go shorter and bring up the intensity a little bit so ,0
you want to keep it more to the 30 to 60 Minute range and go you know closer into the I can't have a conversation right now but again I'm not at a blistering heart rate um then you could probably get that same thing done in a smaller time window if that was a consideration so if you wanted to blend all three of these ,0
together you have a lot of wiggle room right so you could do something like order if we're talking about this type of training you could do this first and then finish with either one of the higher intensity stuff we talked about so it could be roped into the same thing ,0
it could be its own independent day it could be your sort of active recovery day it tends to be fairly restorative as you alluded to a little bit there so it's not that big a deal to do this on your quote-unquote off day if you're those if you're that type of person who like even on your off day you have to do ,0
something physical this is fine right if you wanted to do it on a lifting day especially if it's a power or strength date it's probably fine if you wanted to do it before the workout or after it either way you're probably okay probably best to do it after if the primary goal is one of the ,0
strength training adaptations if it's not if this is a primary goal do it first amazing if you wanted to do it in the combination with the other interval stuff you could do it fine there you could do it before or you could do it afterwards I actually have no problem doing it afterwards ,0
because that in effect especially if you say nasal only during this training will help the down regulation go and so you could finish that fairly well down regulated actually so it's kind of like a nice way to get thoroughly warmed up go really really hard and then give it a nice 20 to 30 minute slow back down and ,0
by the time you finish maybe even on a three minute walk nice slow nasal breathing four second inhale four seconds and yeah maybe five even play with the numbers a little bit then maybe you don't even need to do the down regulation breathing afterwards you'll be in a good spot what you wouldn't want ,0
to do this before do your intervals finish your intervals throw up lay on the ground sweat all over the gym floor get up and go back to work that's probably not our best strategy as people are hearing this all they may be thinking wow this is a lot of work to do but I've been keeping track of the math here as I'm sure some of you out ,0
there are as well and we're really talking about 10 minutes of the of running or sprinting on the bike or rower once a week we're talking about six minutes or so of the much higher intensity but short bouts divided into rounds of 20 to 20 seconds to a minute with with rest in between and then some longer duration ,0
work out of 30 minutes minimum but maybe as much as an hour even two hours which in total doesn't really equate to that much time especially if one can access these things right out their front door or at home and as we point out you don't need any specialized equipment to do that oh and I forgot the um muscular ,0
endurance that I wasn't trying to cheat there um some muscular endurance thrown in as well so that brings me to a question which is if I'm doing my training for muscular endurance each week for anaerobic capacity and for maximum aerobic output and long duration and given that all of ,0
that is going to take roughly two hours for the typical person total for the entire week which I would argue is going to give you back so much life literally in terms of longevity you're literally going to earn back years of your life productivity you name it offsetting all sorts of uh metabolic issues and uh enhancing your sleep and improving mood ,0
I mean there's so much data so much data pointing to all those positive benefits if I do all of these things and I'm fairly consistent about them am I going to be metabolically flexible am I going to have a well-developed fat burning carbohydrate burning system and will I be essentially fit I mean this is ,0
not leaving aside issues of strength and hypertrophy which were covered in the previous episode will I be fit I mean to my mind the ability to you know Sprint very fast if one needs to the ability to go longer duration if one needs to and the ability to do something in between as well as you know hold a box overhead if ,0
necessary while installing a shelf or something like that these are the realities of life and to me represent real functional World Fitness if that's the case is there anything that we would want to add to this program or would you consider that a fairly comprehensive and complete endurance training system if we remember the target which is I want to ,0
have energy I want to look a certain way and you want to be able to do that for the duration of your life for a very long life this style of training where you incorporate all of those areas of endurance gives you all of the necessary ,0
adaptations one would need to execute all of those things remember fat loss or Weight Management is not best done with any individual style of protocol so if you do a little bit of all three of these you've checked that fat loss box you don't need to go out and do anything separate for it you've done all the things then to cover ,0
Aesthetics from that side of the equation right you've done the things to both enhance mitochondria to enhance blood flow increase oxygenation and manage fatigue and waste development boom energy is there fatigue is there I'm not going to get tired or have to quit or stop or sit down doing ,0
any of these activities I want at the same time if you look at the literature on mortality one of the strongest predictors of how long you're going to live is your VO2 max so we've set up a scenario in which you're going to hit all three of those primary goals by doing a combination of this training you're not going to miss ,0
any plausible adaptation from endurance training and you should be set for regardless of your goal incredible and as I understand totally compatible with strength and hypertrophy training provided that your goal is to also be strong and also selectively hypertrophy or generally hypertrophy your muscles or ,0
maintain your muscles for many people that are listening to this I'm guessing that they have an interest in building more endurance but not just the ability to go further but the ability to go a given distance at a higher speed and to do it with better form and to breathe better and to feel better before during and after ,0
for those folks maybe you could spell out a program that combines these different elements of endurance and does so in a way that informs how for instance the higher intensity short duration Sprints would be expected to improve their longer duration work and how perhaps their longer duration work can progress if they are careful to ,0
include some planks and some wall sets and and things of that sort I asked this question specifically because I have to believe that while there probably are some folks out there they're looking to just maximize their plank from week to week to week typically it seems that people fall into these categories of either wanting to ,0
get stronger and get bigger muscles to varying degrees or to get better at endurance or to get better at everything overall right now I'd really like to just focus on what you think is a nice Contour of a program for the person that wants to get better at endurance but do it with more speed more stability and just feel like a strong endurance Runner ,0
cycle or swimmer or whatever happened to be their endurance event okay great so let's just give an example maybe you want to run your first half marathon something like that okay or maybe done a couple times before but you want to get better at that time I would probably put somewhere in the neighborhood of 60 to 70 percent of your you know mileage in ,0
the moderate intensity Zone okay so you need to accumulate mileage and you need to be able to handle what we call the tissue tolerance so in this case your feet need to be able to handle 13 miles of pounding okay it doesn't matter how much high heart rate training you do or your fat deliverability none of that matters if your feet are blown up by ,0
mile eight Okay so in addition we talked about how even training in that 70 to 85 percent heart rate zone is quite effective at oxygen delivery fat utilization capitalization Etc so you're going to get a lot of direct endurance benefits from that work you're also going to be working on what's honestly going to be one of your ,0
limiting factors which is that tissue tolerance and that pounding okay in addition you need to be efficient with your Technique and you need a lot of repetitions for motor skill development so you want to spend most your time there it's easy to recover from it's not extremely demanding and challenging awesome that ,0
leaves you with another 30 or 40 percent of training I would spend 10 percent of that in that like 20 second burst area you're going to drive up fatigue extremely high and you're going to really maximize your ability to recover from waste production all right great I would spend the remaining amount of time either on a little bit of actually ,0
maximum speed stuff that could actually be in the 20 second burst if you're really trying to go as fast as you can at the beginning of that exercise and then the rest of it I would spend in that other Zone which is more of like the five to 15 minutes but you're probably going to want to repeat those ,0
and this is when things like 800 meter run rest for double the time and then repeat that two or three times you actually need that in this scenario because you're gonna need to be able to be running for two most people are gonna do a half marathon and maybe around two hours or so something like that and so you want a little bit of what we call ,0
repeated endurance right so be able to handle that higher heart rate come back down do it again at the same time that's actually how you bump your mileage up so instead of having this do more of these long duration distance runs you can still get maybe five or six miles down in a day if you're going to do a one mile repeat ,0
or whatever number you're looking at so for a lot of people that's kind of how I would structure it um that's honestly it's very similar to what we laid out in the previous conversation which is getting to this idea that more than 50 percent should be basically practice a little bit of work at the very top end of the spectrum but not too much and ,0
then a little bit of work at the other end and you should be in a good spot a major mistake one would make here is only doing the long duration steady state stuff and just sort of saying I'm gonna run a five mile this was a week and then do six miles next week and seven I said that might work for you it's I think we have enough evidence at ,0
this point both in the scientific realm as well as most of the coaches I think in this space would agree with me is that's a sub-optimal strategy so it could work but we can do better and in terms of the structure of a program like this I realize that those structures vary tremendously different coaches and different books and different programs ,0
are going to say oh you should run Monday through Friday with weekends off or every other day but in terms of this 70 percent um thirty percent divide where seventy percent is going toward the specific event you know doing the kind of work that you're going to do during this specific event that you're most ,0
interested in cultivating or improving and the remaining 30 coming from other sorts of uh of supporting were work how should one thing about Distributing that other thirty percent should it be all geared towards maximizing recovery for the 70 or in other words um could I do all that 30 work on one day I probably would split it into two ,0
days um that's the reality is so if you're thinking man coach wants me to train six days a week my schedule is tight I can pull off four to five okay great what I might say is two of those days are just your your tempo right this is what like a runner would call this like Tempo training I'm kind ,0
of in that space remind us what tempo training is 80 effort range where you're like running at probably the same stride length and and rate that you're gonna run your race at maybe a little bit lower but something similar you're practicing skill you're accruing mileage and you're getting a little you're ,0
getting work in for sure work but it's not absolutely the fastest you can Sprint it's also not conversation so this would be the um what before we refer to as the 10 minutes of of fast running or ten minutes of fast run this is lower intensity than that got it this is uh this is work accumulation got it this is ,0
practice stuff um then one of the days a week I would probably enter in that 22nd 30 second burst for a little bit of speed there and then one of the other days is when I would do that true high intensity as hard as I can for hitting a VO2 max something like that so that's probably how I'd break it up if I had like four ,0
days a week if you had five you can maybe add in another day where you do more of that volume accumulation practice work but that's that's a pretty good split well this is the point in the episode where I say thank you ever so much you provided an enormous amount of incredibly interesting clear information that's ,0
also actionable I do feel as if I far better understand endurance in its many forms and even the seller underpinnings of that and even sub-seller underpinnings of what endurance adaptations are and how to Foster those through specific protocols things that not only I can do tomorrow but that I will do tomorrow and where I ,0
hit my pain points I'll understand what's happening and the adaptation that I'm triggering when my legs are burning or I'm sucking for air through my mouth or I can calmly move along just through nasal breathing I will now know what's happening in my body and the specific adaptations that I'm triggering I think you also highlight something that is ,0
vitally important and I've never heard it phrased as clearly as you did today which is that it really doesn't matter how one seeks out to achieve fat loss provided certain criteria are met even while certain forms of exercise tap into fat stores more than others and you beautifully Illustrated the relationship between energy utilization and breathing ,0
and the fact that we literally exhale fat to some extent of course so once again thank you thank you and thank you I know I'm not alone in um recognizing this information as incredibly interesting and actionable and indeed I do plan to put it into action as I hope many of our listeners will as well ,0
yet again the pleasure is actually all mine and uh I actually really appreciate the fact that you let me go so far into metabolism my PhD is in human bioenergetics so anytime I can go many hours into metabolism I get very excited and I don't typically get that leash um in this format so I appreciate that I know ,0
you understand your audience will love that hopefully Oh They'll love it and I think that they'll especially love it because they understand that if one can wrap their head around even just a small fraction of the mechanisms that underlie a given protocol it gives both tremendous depth and meaning to that protocol and makes it so much more ,0
flexible for people they can really think about what's happening as they're engaging in a given protocol and know exactly what they can expect in terms of results Great we've been on a bit of a journey here we've covered a lot of ground with speed development and strength and hypertrophy and now we walk through you know probably several hours ,0
here of of endurance what I would love to do next is to just give you a more straightforward not as much background not as much metabolism none of the mechanisms right into protocols for someone who says look I want to hit those marks you keep talking about I want to look good I want to feel good and I want to do that ,0
across my lifespan how would I build all these things into a protocol that actually covers maybe the entire year and how would I would be able to repeat that year after year so I almost have this Evergreen sustainable year-long periodization structure that covers all the nodes I need to if I want everything we've talked about in these nine ,0
adaptations in this short Series so I would love to do that in our next conversation if you're learning from and or enjoying this podcast please subscribe to our YouTube channel that's a terrific zero cost way to support us in addition please subscribe to the podcast on Spotify and apple and on both Spotify ,0
and apple you can leave us up to a five-star review if you have questions for us or comments or suggestions about topics you'd like us to cover or guess you'd like me to include on the huberman Lab podcast please put those in the comments section on YouTube we do read all the comments please also check out the sponsors mentioned at the beginning ,0
and during today's episode that's the best way to support this podcast I'd also like to inform you about the huberman Lab podcast free newsletter it's called the neural network newsletter and each month the neural network newsletter is sent out and it contains summaries of podcast episodes specific protocols discussed on the ,0
human Lab podcast all in Fairly concise format and all completely zero cost you can sign up for the neural network newsletter by going to hubermanlab.com go to the menu and click on newsletter you provide us your email we do not share it with anybody and as I mentioned before it's completely zero cost by going to huberman lab com you can also ,0
go into the menu tab and go to newsletter and see some example newsletters from months past thank you once again for joining me for today's discussion about fitness exercise and performance with Dr Andy Galpin and as always thank you for your interest in science [Music] ,0
